first_character,second_character,season,relative_pairity
Chandler Bing,Susan Bunch,3,0.0028735632183908046
Chandler Bing,Susie Moss,2,0.010238907849829351
Chandler Bing,Tag Jones,7,0.024096385542168676
Chandler Bing,Terry,2,0.0034129692832764505
Chandler Bing,The Director,3,0.0028735632183908046
Chandler Bing,The Director,6,0.0028653295128939827
Chandler Bing,The Doctor,4,0.002967359050445104
Chandler Bing,The Doctor,5,0.003215434083601286
Chandler Bing,The Interviewer,8,0.024305555555555556
Chandler Bing,The Salesman,4,0.002967359050445104
Chandler Bing,The Woman,7,0.006024096385542169
Chandler Bing,Ticket Agent,8,0.003472222222222222
Chandler Bing,Timothy Burke,4,0.002967359050445104
Chandler Bing,Tom,9,0.0033112582781456954
Chandler Bing,Tommy,3,0.005747126436781609
Chandler Bing,Ursula,1,0.006153846153846154
Chandler Bing,Ursula Buffay,8,0.006944444444444444
Chandler Bing,Vince,3,0.0028735632183908046
Chandler Bing,Waiter,2,0.0034129692832764505
Chandler Bing,Waiter,4,0.002967359050445104
Chandler Bing,Waiter,8,0.003472222222222222
Chandler Bing,Waiter,9,0.0033112582781456954
Chandler Bing,Wendy,9,0.013245033112582781
Chandler Bing,Will Colbert,8,0.006944444444444444
Chandler Bing,Woman,1,0.006153846153846154
Chandler Bing,Woman,2,0.0034129692832764505
Chandler Bing,Woman,3,0.005747126436781609
Chandler Bing,Woman,4,0.011869436201780416
Chandler Bing,Woman,5,0.003215434083601286
Chandler Bing,Woman,6,0.0057306590257879654
Chandler Bing,Woman,7,0.0030120481927710845
Chandler Bing,Woman,8,0.020833333333333332
Chandler Bing,Woman,9,0.009933774834437087
Chandler Bing,Zack,9,0.009933774834437087
Charity Guy,Mike Hannigan,10,0.0136986301369863
Charity Guy,Phoebe Buffay,10,0.0136986301369863
Charlie Wheeler,David,9,0.0033112582781456954
Charlie Wheeler,Gunther,9,0.0033112582781456954
Charlie Wheeler,Joey Tribbiani,9,0.04304635761589404
Charlie Wheeler,Joey Tribbiani,10,0.0228310502283105
Charlie Wheeler,Mike Hannigan,9,0.0033112582781456954
Charlie Wheeler,Mike Hannigan,10,0.0045662100456621
Charlie Wheeler,Monica Geller,9,0.023178807947019868
Charlie Wheeler,Monica Geller,10,0.0091324200913242
Charlie Wheeler,Phoebe Buffay,9,0.026490066225165563
Charlie Wheeler,Phoebe Buffay,10,0.0136986301369863
Charlie Wheeler,Rachel Green,9,0.04966887417218543
Charlie Wheeler,Rachel Green,10,0.0228310502283105
Charlie Wheeler,Ross Geller,9,0.052980132450331126
Charlie Wheeler,Ross Geller,10,0.0502283105022831
Charlie Wheeler,Sarah,9,0.0033112582781456954
Charlie Wheeler,Woman,9,0.006622516556291391
Charlie Wheeler,Zack,9,0.0033112582781456954
Cheryl,Monica Geller,4,0.005934718100890208
Cheryl,Phoebe Buffay,4,0.002967359050445104
Cheryl,Rachel Green,4,0.002967359050445104
Cheryl,Ross Geller,4,0.008902077151335312
Chip Matthews,Monica Geller,4,0.011869436201780416
Chip Matthews,Rachel Green,4,0.005934718100890208
Chip Matthews,Ross Geller,4,0.002967359050445104
Chloe,Issac,3,0.008620689655172414
Chloe,Joey Tribbiani,3,0.0028735632183908046
Chloe,Mark Robinson,3,0.0028735632183908046
Chloe,Rachel Green,3,0.005747126436781609
Chloe,Rachel Green,4,0.002967359050445104
Chloe,Ross Geller,3,0.014367816091954023
Chloe,Ross Geller,4,0.002967359050445104
Cliff,Joey Tribbiani,8,0.006944444444444444
Cliff,Man,8,0.003472222222222222
Cliff,Phoebe Buffay,8,0.006944444444444444
Cop,Gary,5,0.003215434083601286
Cop,Guy,5,0.003215434083601286
Cop,Joey Tribbiani,5,0.003215434083601286
Cop,Monica Geller,5,0.003215434083601286
Cop,Phoebe Buffay,5,0.006430868167202572
Cop,Rachel Green,5,0.003215434083601286
Customer,Gunther,6,0.0057306590257879654
Customer,Jill Green,6,0.0028653295128939827
Customer,Joey Tribbiani,1,0.006153846153846154
Customer,Joey Tribbiani,2,0.0034129692832764505
Customer,Joey Tribbiani,6,0.0057306590257879654
Customer,Monica Geller,1,0.006153846153846154
Customer,Monica Geller,6,0.0028653295128939827
Customer,Phoebe Buffay,1,0.006153846153846154
Customer,Phoebe Buffay,6,0.0057306590257879654
Customer,Rachel Green,1,0.006153846153846154
Customer,Rachel Green,6,0.0057306590257879654
Customer,Ross Geller,1,0.006153846153846154
Customer,Ross Geller,6,0.0057306590257879654
Customer,Woman,6,0.0028653295128939827
Danny,Joey Tribbiani,5,0.00964630225080386
Danny,Monica Geller,5,0.022508038585209004
Danny,Phoebe Buffay,5,0.006430868167202572
Danny,Rachel Green,5,0.03215434083601286
Danny,Tom,5,0.003215434083601286
David,Janice Litman Goralnik,1,0.003076923076923077
David,Joey Tribbiani,1,0.006153846153846154
David,Joey Tribbiani,7,0.0030120481927710845
David,Joey Tribbiani,9,0.0033112582781456954
David,Max,1,0.009230769230769232
David,Mike Hannigan,9,0.009933774834437087
David,Monica Geller,1,0.006153846153846154
David,Monica Geller,7,0.0030120481927710845
David,Monica Geller,9,0.013245033112582781
David,Phoebe Buffay,1,0.012307692307692308
David,Phoebe Buffay,7,0.009036144578313253
David,Phoebe Buffay,9,0.026490066225165563
David,Rachel Green,1,0.006153846153846154
David,Rachel Green,9,0.006622516556291391
David,Ross Geller,1,0.006153846153846154
David,Sandy,1,0.003076923076923077
David,Zack,9,0.0033112582781456954
Dina,Joey Tribbiani,7,0.009036144578313253
Dina,Joey Tribbiani,8,0.013888888888888888
Dina,Rachel Green,8,0.013888888888888888
Dina,The Director,7,0.006024096385542169
Director,Dr. Drake Ramoray,8,0.003472222222222222
Director,Dr. Drake Ramoray,9,0.006622516556291391
Director,Girl,6,0.0028653295128939827
Director,Janine Lecroix,6,0.0028653295128939827
Director,Jean-Claude Van Damme,2,0.0034129692832764505
Director,Joey Tribbiani,1,0.003076923076923077
Director,Joey Tribbiani,2,0.0034129692832764505
Director,Joey Tribbiani,3,0.008620689655172414
Director,Joey Tribbiani,6,0.011461318051575931
Director,Joey Tribbiani,8,0.003472222222222222
Director,Joey Tribbiani,9,0.016556291390728478
Director,Joey Tribbiani,10,0.0045662100456621
Director,Man,9,0.0033112582781456954
Director,Monica Geller,6,0.008595988538681949
Director,Phoebe Buffay,9,0.013245033112582781
Director,Phoebe Buffay,10,0.0045662100456621
Director,Rachel Green,8,0.003472222222222222
Director,Rachel Green,9,0.0033112582781456954
Director,Ross Geller,6,0.011461318051575931
Doctor,Dr. Long,8,0.003472222222222222
Doctor,Erica,10,0.0091324200913242
Doctor,Joey Tribbiani,2,0.0034129692832764505
Doctor,Joey Tribbiani,8,0.003472222222222222
Doctor,Monica Geller,2,0.0034129692832764505
Doctor,Monica Geller,4,0.002967359050445104
Doctor,Monica Geller,10,0.0091324200913242
Doctor,Nurse,4,0.002967359050445104
Doctor,Nurse,10,0.0045662100456621
Doctor,Phoebe Buffay,2,0.0034129692832764505
Doctor,Rachel Green,2,0.0034129692832764505
Doctor,Rachel Green,4,0.002967359050445104
Doctor,Rachel Green,8,0.006944444444444444
Doctor,Ross Geller,2,0.0034129692832764505
Doctor,Ross Geller,8,0.006944444444444444
Doctor,Stephanie Schiffer,2,0.0034129692832764505
Doctor,Terry,2,0.0034129692832764505
Doctor,Timothy Burke,4,0.002967359050445104
Don,Monica Geller,8,0.006944444444444444
Don,Phoebe Buffay,8,0.006944444444444444
Donny Osmond,Gene,10,0.0136986301369863
Donny Osmond,Joey Tribbiani,10,0.0182648401826484
Doug,Monica Geller,5,0.00964630225080386
Doug,Monica Geller,8,0.003472222222222222
Dr. Drake Ramoray,Joey Tribbiani,2,0.0034129692832764505
Dr. Drake Ramoray,Joey Tribbiani,8,0.003472222222222222
Dr. Drake Ramoray,Joey Tribbiani,9,0.009933774834437087
Dr. Drake Ramoray,Man,9,0.006622516556291391
Dr. Drake Ramoray,Monica Geller,2,0.006825938566552901
Dr. Drake Ramoray,Monica Geller,9,0.0033112582781456954
Dr. Drake Ramoray,Nurse,6,0.0028653295128939827
Dr. Drake Ramoray,Phoebe Buffay,2,0.0034129692832764505
Dr. Drake Ramoray,Phoebe Buffay,9,0.006622516556291391
Dr. Drake Ramoray,Rachel Green,2,0.006825938566552901
Dr. Drake Ramoray,Rachel Green,6,0.0028653295128939827
Dr. Drake Ramoray,Rachel Green,8,0.003472222222222222
Dr. Drake Ramoray,Rachel Green,9,0.006622516556291391
Dr. Drake Ramoray,Ross Geller,2,0.006825938566552901
Dr. Franzblau,Joey Tribbiani,1,0.003076923076923077
Dr. Franzblau,Monica Geller,1,0.003076923076923077
Dr. Franzblau,Nurse Sizemore,1,0.006153846153846154
Dr. Franzblau,Phoebe Buffay,1,0.003076923076923077
Dr. Franzblau,Rachel Green,1,0.012307692307692308
Dr. Franzblau,Ross Geller,1,0.006153846153846154
Dr. Franzblau,Susan Bunch,1,0.006153846153846154
Dr. Harad,Frank Buffay Jr.,5,0.012861736334405145
Dr. Harad,Joey Tribbiani,5,0.00964630225080386
Dr. Harad,Monica Geller,5,0.00964630225080386
Dr. Harad,Phoebe Buffay,5,0.01607717041800643
Dr. Harad,Rachel Green,5,0.012861736334405145
Dr. Harad,Ross Geller,5,0.00964630225080386
Dr. Ledbetter,Joey Tribbiani,6,0.0028653295128939827
Dr. Ledbetter,Monica Geller,6,0.0028653295128939827
Dr. Ledbetter,Phoebe Buffay,6,0.0028653295128939827
Dr. Ledbetter,Rachel Green,6,0.0028653295128939827
Dr. Ledbetter,Ross Geller,5,0.006430868167202572
Dr. Ledbetter,Ross Geller,6,0.0028653295128939827
Dr. Long,Joey Tribbiani,8,0.003472222222222222
Dr. Long,Man,8,0.003472222222222222
Dr. Long,Nurse,8,0.003472222222222222
Dr. Long,Rachel Green,8,0.027777777777777776
Dr. Long,Ross Geller,8,0.027777777777777776
Dr. Long,Woman,8,0.003472222222222222
Dr. Miller,Monica Geller,5,0.003215434083601286
Dr. Miller,Rachel Green,5,0.003215434083601286
Dr. Miller,The Doctor,5,0.003215434083601286
Dr. Mitchell,Monica Geller,1,0.009230769230769232
Dr. Mitchell,Nurse Sizemore,1,0.003076923076923077
Dr. Mitchell,Rachel Green,1,0.009230769230769232
Dr. Mitchell,Ross Geller,1,0.003076923076923077
Duncan,Phoebe Buffay,2,0.010238907849829351
Earl,Guy,7,0.0030120481927710845
Earl,Phoebe Buffay,7,0.012048192771084338
Eddie Menuek,Joey Tribbiani,2,0.010238907849829351
Eddie Menuek,Monica Geller,2,0.0034129692832764505
Eddie Menuek,Phoebe Buffay,2,0.006825938566552901
Eddie Menuek,Rachel Green,2,0.0034129692832764505
Elizabeth Stevens,Guy,6,0.0028653295128939827
Elizabeth Stevens,Joey Tribbiani,6,0.0028653295128939827
Elizabeth Stevens,Lydia,6,0.0028653295128939827
Elizabeth Stevens,Monica Geller,6,0.0057306590257879654
Elizabeth Stevens,Paul Stevens,6,0.02005730659025788
Elizabeth Stevens,Phoebe Buffay,6,0.0057306590257879654
Elizabeth Stevens,Rachel Green,6,0.022922636103151862
Elizabeth Stevens,Ross Geller,6,0.04871060171919771
Elizabeth Stevens,Sarah,6,0.0028653295128939827
Emily Waltham,Gunther,4,0.002967359050445104
Emily Waltham,Jack Geller,4,0.011869436201780416
Emily Waltham,Jack Geller,5,0.003215434083601286
Emily Waltham,Joey Tribbiani,4,0.03560830860534125
Emily Waltham,Joey Tribbiani,5,0.012861736334405145
Emily Waltham,Joshua Burgin,4,0.005934718100890208
Emily Waltham,Judy Geller,4,0.011869436201780416
Emily Waltham,Judy Geller,5,0.006430868167202572
Emily Waltham,Minister,4,0.002967359050445104
Emily Waltham,Minister,5,0.003215434083601286
Emily Waltham,Monica Geller,4,0.03857566765578635
Emily Waltham,Monica Geller,5,0.01607717041800643
Emily Waltham,Phoebe Buffay,4,0.032640949554896145
Emily Waltham,Phoebe Buffay,5,0.00964630225080386
Emily Waltham,Rachel Green,4,0.026706231454005934
Emily Waltham,Rachel Green,5,0.01607717041800643
Emily Waltham,Ross Geller,4,0.07418397626112759
Emily Waltham,Ross Geller,5,0.01607717041800643
Emily Waltham,Stephen Waltham,4,0.011869436201780416
Emily Waltham,Stephen Waltham,5,0.003215434083601286
Emily Waltham,Susan Bunch,4,0.005934718100890208
Emily Waltham,Ticket Agent,4,0.002967359050445104
Emily Waltham,Woman,4,0.002967359050445104
Eric,Girl,8,0.003472222222222222
Eric,Joey Tribbiani,8,0.006944444444444444
Eric,Mona,8,0.006944444444444444
Eric,Monica Geller,8,0.006944444444444444
Eric,Phoebe Buffay,8,0.020833333333333332
Eric,Rachel Green,8,0.010416666666666666
Eric,Ross Geller,8,0.010416666666666666
Eric,Ursula Buffay,8,0.006944444444444444
Erica,Joey Tribbiani,10,0.0091324200913242
Erica,Monica Geller,10,0.0593607305936073
Erica,Nurse,10,0.0091324200913242
Erica,Phoebe Buffay,10,0.0091324200913242
Erica,Rachel Green,10,0.0045662100456621
Erica,Ross Geller,10,0.0091324200913242
Erica Ford,Joey Tribbiani,2,0.013651877133105802
Erica Ford,Monica Geller,2,0.0034129692832764505
Erica Ford,Rachel Green,2,0.0034129692832764505
Erica Ford,Ross Geller,2,0.0034129692832764505
Erica Ford,Waiter,2,0.0034129692832764505
Erin,Joey Tribbiani,7,0.012048192771084338
Erin,Joey Tribbiani,8,0.003472222222222222
Erin,Man,8,0.003472222222222222
Erin,Phoebe Buffay,7,0.009036144578313253
Erin,Rachel Green,7,0.012048192771084338
Erin,Ross Geller,7,0.0030120481927710845
Estelle Leonard,Jack Geller,10,0.0045662100456621
Estelle Leonard,Joey Tribbiani,2,0.006825938566552901
Estelle Leonard,Joey Tribbiani,3,0.0028735632183908046
Estelle Leonard,Joey Tribbiani,5,0.003215434083601286
Estelle Leonard,Joey Tribbiani,6,0.0057306590257879654
Estelle Leonard,Joey Tribbiani,7,0.0030120481927710845
Estelle Leonard,Joey Tribbiani,8,0.003472222222222222
Estelle Leonard,Joey Tribbiani,10,0.0045662100456621
Estelle Leonard,Judy Geller,10,0.0045662100456621
Estelle Leonard,Lauren,3,0.0028735632183908046
Estelle Leonard,Monica Geller,3,0.0028735632183908046
Estelle Leonard,Monica Geller,6,0.0028653295128939827
Estelle Leonard,Monica Geller,7,0.0030120481927710845
Estelle Leonard,Monica Geller,8,0.003472222222222222
Estelle Leonard,Monica Geller,10,0.0045662100456621
Estelle Leonard,Peter Becker,3,0.0028735632183908046
Estelle Leonard,Phoebe Buffay,6,0.0028653295128939827
Estelle Leonard,Phoebe Buffay,7,0.0030120481927710845
Estelle Leonard,Phoebe Buffay,8,0.003472222222222222
Estelle Leonard,Phoebe Buffay,10,0.0045662100456621
Estelle Leonard,Rachel Green,3,0.0028735632183908046
Estelle Leonard,Rachel Green,8,0.003472222222222222
Estelle Leonard,Rachel Green,10,0.0045662100456621
Estelle Leonard,Ross Geller,3,0.0028735632183908046
Estelle Leonard,Ross Geller,10,0.0045662100456621
Estelle Leonard,The Director,3,0.0028735632183908046
Ethan,Joey Tribbiani,1,0.003076923076923077
Ethan,Monica Geller,1,0.009230769230769232
Ethan,Rachel Green,1,0.003076923076923077
Ethan,Ross Geller,1,0.003076923076923077
Fake Monica,Monica Geller,1,0.009230769230769232
Fake Monica,Phoebe Buffay,1,0.003076923076923077
Fake Monica,Rachel Green,1,0.006153846153846154
Fake Monica,Teacher,1,0.003076923076923077
Fake Monica,Woman,1,0.003076923076923077
Frank Buffay Jr.,Girl,3,0.0028735632183908046
Frank Buffay Jr.,Jamie,1,0.003076923076923077
Frank Buffay Jr.,Joey Tribbiani,3,0.008620689655172414
Frank Buffay Jr.,Joey Tribbiani,4,0.002967359050445104
Frank Buffay Jr.,Joey Tribbiani,5,0.00964630225080386
Frank Buffay Jr.,Monica Geller,3,0.005747126436781609
Frank Buffay Jr.,Monica Geller,4,0.005934718100890208
Frank Buffay Jr.,Monica Geller,5,0.00964630225080386
Frank Buffay Jr.,Monica Geller,10,0.0045662100456621
Frank Buffay Jr.,Phoebe Abbott,4,0.002967359050445104
Frank Buffay Jr.,Phoebe Buffay,1,0.003076923076923077
Frank Buffay Jr.,Phoebe Buffay,2,0.0034129692832764505
Frank Buffay Jr.,Phoebe Buffay,3,0.022988505747126436
Frank Buffay Jr.,Phoebe Buffay,4,0.01483679525222552
Frank Buffay Jr.,Phoebe Buffay,5,0.01607717041800643
Frank Buffay Jr.,Phoebe Buffay,10,0.0136986301369863
Frank Buffay Jr.,Rachel Green,1,0.003076923076923077
Frank Buffay Jr.,Rachel Green,3,0.005747126436781609
Frank Buffay Jr.,Rachel Green,4,0.005934718100890208
Frank Buffay Jr.,Rachel Green,5,0.012861736334405145
Frank Buffay Jr.,Ross Geller,3,0.008620689655172414
Frank Buffay Jr.,Ross Geller,4,0.002967359050445104
Frank Buffay Jr.,Ross Geller,5,0.012861736334405145
Frank Buffay Sr.,Joey Tribbiani,5,0.003215434083601286
Frank Buffay Sr.,Man,5,0.003215434083601286
Frank Buffay Sr.,Monica Geller,5,0.003215434083601286
Frank Buffay Sr.,Phoebe Buffay,5,0.006430868167202572
Frank Buffay Sr.,Rachel Green,5,0.003215434083601286
Frank Buffay Sr.,Ross Geller,5,0.003215434083601286
Gary,Joey Tribbiani,5,0.022508038585209004
Gary,Monica Geller,5,0.022508038585209004
Gary,Monica Geller,7,0.0030120481927710845
Gary,Phoebe Buffay,5,0.03536977491961415
Gary,Rachel Green,5,0.006430868167202572
Gary,Ross Geller,5,0.01929260450160772
Gavin Mitchell,Guy,9,0.0033112582781456954
Gavin Mitchell,Molly,9,0.0033112582781456954
Gavin Mitchell,Monica Geller,9,0.006622516556291391
Gavin Mitchell,Mr. Zelner,9,0.006622516556291391
Gavin Mitchell,Phoebe Buffay,9,0.0033112582781456954
Gavin Mitchell,Rachel Green,9,0.026490066225165563
Gavin Mitchell,Ross Geller,9,0.006622516556291391
Gene,Joey Tribbiani,10,0.0136986301369863
Ginger,Gunther,3,0.0028735632183908046
Ginger,Joey Tribbiani,3,0.0028735632183908046
Ginger,Phoebe Buffay,3,0.0028735632183908046
Ginger,Woman,3,0.0028735632183908046
Girl,Janine Lecroix,6,0.0028653295128939827
Girl,Joey Tribbiani,1,0.003076923076923077
Girl,Joey Tribbiani,6,0.0028653295128939827
Girl,Joey Tribbiani,8,0.003472222222222222
Girl,Joey Tribbiani,10,0.0045662100456621
Girl,Mackenzie,10,0.0045662100456621
Girl,Mona,8,0.003472222222222222
Girl,Monica Geller,6,0.0028653295128939827
Girl,Monica Geller,8,0.003472222222222222
Girl,Nurse,9,0.0033112582781456954
Girl,Phoebe Buffay,3,0.0028735632183908046
Girl,Phoebe Buffay,8,0.003472222222222222
Girl,Rachel Green,8,0.003472222222222222
Girl,Receptionist,9,0.0033112582781456954
Girl,Ross Geller,3,0.0028735632183908046
Girl,Ross Geller,6,0.0028653295128939827
Girl,Ross Geller,8,0.003472222222222222
Girl,Ross Geller,9,0.0033112582781456954
Girl,Ross Geller,10,0.0045662100456621
Girl,Ursula Buffay,8,0.003472222222222222
Girl,Woman,9,0.0033112582781456954
Grandmother,Phoebe Buffay,2,0.006825938566552901
Gunther,Guy,2,0.0034129692832764505
Gunther,Hayley,9,0.0033112582781456954
Gunther,Jack Geller,7,0.0030120481927710845
Gunther,Janice Litman Goralnik,3,0.0028735632183908046
Gunther,Janice Litman Goralnik,5,0.003215434083601286
Gunther,Jill Green,6,0.0028653295128939827
Gunther,Joey Tribbiani,2,0.010238907849829351
Gunther,Joey Tribbiani,3,0.020114942528735632
Gunther,Joey Tribbiani,4,0.02373887240356083
Gunther,Joey Tribbiani,5,0.01607717041800643
Gunther,Joey Tribbiani,6,0.03151862464183381
Gunther,Joey Tribbiani,7,0.006024096385542169
Gunther,Joey Tribbiani,8,0.024305555555555556
Gunther,Joey Tribbiani,9,0.009933774834437087
Gunther,Joey Tribbiani,10,0.0045662100456621
Gunther,Joshua Burgin,4,0.005934718100890208
Gunther,Judy Geller,2,0.0034129692832764505
Gunther,Judy Geller,7,0.0030120481927710845
Gunther,Kathy,4,0.005934718100890208
Gunther,Larry,5,0.003215434083601286
Gunther,Lauren,8,0.003472222222222222
Gunther,Leonard Green,2,0.0034129692832764505
Gunther,Little Bully,2,0.0034129692832764505
Gunther,Mark Robinson,3,0.0028735632183908046
Gunther,Melissa Warburton,7,0.0030120481927710845
Gunther,Monica Geller,2,0.006825938566552901
Gunther,Monica Geller,3,0.02586206896551724
Gunther,Monica Geller,4,0.011869436201780416
Gunther,Monica Geller,5,0.00964630225080386
Gunther,Monica Geller,6,0.008595988538681949
Gunther,Monica Geller,7,0.006024096385542169
Gunther,Monica Geller,8,0.006944444444444444
Gunther,Monica Geller,9,0.006622516556291391
Gunther,Monica Geller,10,0.0045662100456621
Gunther,Phoebe Buffay,2,0.006825938566552901
Gunther,Phoebe Buffay,3,0.022988505747126436
Gunther,Phoebe Buffay,4,0.017804154302670624
Gunther,Phoebe Buffay,5,0.012861736334405145
Gunther,Phoebe Buffay,6,0.014326647564469915
Gunther,Phoebe Buffay,7,0.0030120481927710845
Gunther,Phoebe Buffay,8,0.006944444444444444
Gunther,Phoebe Buffay,9,0.0033112582781456954
Gunther,Phoebe Buffay,10,0.0091324200913242
Gunther,Rachel Green,2,0.006825938566552901
Gunther,Rachel Green,3,0.034482758620689655
Gunther,Rachel Green,4,0.01483679525222552
Gunther,Rachel Green,5,0.00964630225080386
Gunther,Rachel Green,6,0.014326647564469915
Gunther,Rachel Green,7,0.0030120481927710845
Gunther,Rachel Green,8,0.013888888888888888
Gunther,Rachel Green,9,0.0033112582781456954
Gunther,Rachel Green,10,0.0091324200913242
Gunther,Robert Bobby,3,0.0028735632183908046
Gunther,Ross Geller,2,0.010238907849829351
Gunther,Ross Geller,3,0.031609195402298854
Gunther,Ross Geller,4,0.02373887240356083
Gunther,Ross Geller,5,0.012861736334405145
Gunther,Ross Geller,6,0.02005730659025788
Gunther,Ross Geller,7,0.006024096385542169
Gunther,Ross Geller,8,0.013888888888888888
Gunther,Ross Geller,9,0.006622516556291391
Gunther,Ross Geller,10,0.0091324200913242
Gunther,Sandra Green,2,0.0034129692832764505
Gunther,The Interviewer,8,0.006944444444444444
Gunther,Tommy,3,0.0028735632183908046
Gunther,Woman,3,0.0028735632183908046
Gunther,Woman,6,0.0028653295128939827
Gunther,Woman,7,0.0030120481927710845
Guru Saj,Joey Tribbiani,3,0.0028735632183908046
Guru Saj,Ross Geller,3,0.0028735632183908046
Guy,Helena,7,0.0030120481927710845
Guy,Jim,8,0.003472222222222222
Guy,Joey Tribbiani,1,0.003076923076923077
Guy,Joey Tribbiani,2,0.006825938566552901
Guy,Joey Tribbiani,3,0.011494252873563218
Guy,Joey Tribbiani,4,0.002967359050445104
Guy,Judy Geller,2,0.0034129692832764505
Guy,Leonard Green,2,0.0034129692832764505
Guy,Lydia,1,0.003076923076923077
Guy,Michael,2,0.0034129692832764505
Guy,Monica Geller,1,0.006153846153846154
Guy,Monica Geller,2,0.0034129692832764505
Guy,Monica Geller,3,0.011494252873563218
Guy,Monica Geller,7,0.0030120481927710845
Guy,Monica Geller,8,0.006944444444444444
Guy,Phoebe Buffay,1,0.006153846153846154
Guy,Phoebe Buffay,2,0.006825938566552901
Guy,Phoebe Buffay,3,0.014367816091954023
Guy,Phoebe Buffay,5,0.006430868167202572
Guy,Phoebe Buffay,7,0.006024096385542169
Guy,Phoebe Buffay,8,0.010416666666666666
Guy,Rachel Green,1,0.003076923076923077
Guy,Rachel Green,2,0.010238907849829351
Guy,Rachel Green,3,0.008620689655172414
Guy,Rachel Green,5,0.003215434083601286
Guy,Rachel Green,7,0.0030120481927710845
Guy,Rachel Green,9,0.0033112582781456954
Guy,Ross Geller,1,0.003076923076923077
Guy,Ross Geller,2,0.006825938566552901
Guy,Ross Geller,3,0.005747126436781609
Guy,Ross Geller,5,0.006430868167202572
Guy,Ross Geller,6,0.0028653295128939827
Guy,Ross Geller,7,0.0030120481927710845
Guy,Ross Geller,9,0.0033112582781456954
Guy,Sandra Green,2,0.0034129692832764505
Guy,Steve Cera,5,0.003215434083601286
Guy,Tim,8,0.003472222222222222
Guy,Tom,7,0.0030120481927710845
Guy,Waiter,2,0.0034129692832764505
Guy,Woman,7,0.0030120481927710845
Hayley,Joey Tribbiani,9,0.009933774834437087
Hayley,Monica Geller,9,0.0033112582781456954
Helena,Monica Geller,7,0.009036144578313253
Hillary,Ross Geller,6,0.0057306590257879654
Interviewer,Monica Geller,2,0.0034129692832764505
Interviewer,Monica Geller,6,0.0028653295128939827
Interviewer,Phoebe Buffay,4,0.002967359050445104
Issac,Joey Tribbiani,3,0.0028735632183908046
Issac,Ross Geller,3,0.005747126436781609
Jack Geller,Joey Tribbiani,4,0.01483679525222552
Jack Geller,Joey Tribbiani,5,0.003215434083601286
Jack Geller,Joey Tribbiani,6,0.0057306590257879654
Jack Geller,Joey Tribbiani,7,0.015060240963855422
